Number of points: 184
Points:
(875,341)
(870,334)
(863,325)
(856,316)
(849,307)
(844,300)
(837,291)
(832,286)
(825,277)
(820,270)
(813,263)
(808,256)
(801,249)
(796,242)
(791,235)
(786,230)
(779,223)
(774,218)
(769,211)
(764,206)
(759,201)
(754,196)
(747,191)
(744,186)
(737,179)
(734,174)
(727,169)
(724,166)
(717,161)
(714,158)
(709,153)
(706,150)
(699,145)
(696,142)
(691,137)
(686,134)
(681,129)
(678,126)
(673,123)
(668,120)
(663,115)
(660,114)
(655,109)
(652,108)
(647,105)
(642,102)
(637,99)
(634,96)
(629,93)
(626,92)
(621,89)
(618,88)
(613,85)
(610,84)
(605,81)
(602,82)
(597,79)
(594,78)
(589,75)
(586,74)
(581,73)
(578,72)
(573,69)
(570,70)
(565,69)
(562,68)
(559,67)
(554,66)
(551,65)
(548,64)
(543,63)
(540,64)
(535,63)
(532,62)
(527,61)
(524,62)
(519,61)
(516,62)
(511,61)
(508,62)
(503,61)
(500,62)
(495,61)
(492,62)
(489,63)
(486,64)
(481,63)
(478,64)
(473,65)
(470,66)
(465,67)
(462,68)
(457,69)
(454,70)
(451,71)
(448,72)
(443,73)
(440,76)
(435,77)
(432,78)
(427,79)
(424,82)
(419,83)
(416,86)
(411,87)
(408,90)
(403,91)
(400,94)
(395,95)
(392,98)
(387,99)
(386,102)
(381,105)
(378,108)
(373,109)
(368,114)
(363,115)
(360,120)
(355,123)
(350,126)
(345,129)
(342,132)
(337,135)
(334,138)
(329,141)
(324,146)
(321,147)
(318,154)
(313,157)
(312,158)
(311,157)
(312,158)
(311,157)
(312,156)
(311,155)
(312,156)
(311,155)
(312,156)
(311,155)
(312,154)
(311,153)
(312,152)
(313,151)
(314,150)
(313,149)
(314,150)
(313,151)
(314,152)
(313,151)
(314,152)
(313,151)
(314,152)
(313,151)
(314,152)
(313,151)
(314,152)
(313,153)
(314,154)
(313,153)
(314,154)
(313,155)
(314,156)
(313,157)
(314,158)
(313,157)
(314,158)
(315,159)
(316,160)
(315,161)
(316,162)
(315,163)
(316,164)
(315,165)
(316,166)
(315,167)
(316,168)
(315,169)
(316,170)
(315,171)
(316,172)
(315,173)
(316,174)
(315,175)
(316,178)
