Number of points: 56
Points:
(899,202)
(898,178)
(893,182)
(898,179)
(897,179)
(896,180)
(898,179)
(899,179)
(898,179)
(899,179)
(900,178)
(899,179)
(899,179)
(898,179)
(898,179)
(899,179)
(898,178)
(899,179)
(900,179)
(900,179)
(898,179)
(900,179)
(900,179)
(899,179)
(899,178)
(900,178)
(900,179)
(899,179)
(901,179)
(900,179)
(901,179)
(900,178)
(901,179)
(901,179)
(901,179)
(901,179)
(901,179)
(901,179)
(901,181)
(901,181)
(901,181)
(901,181)
(901,181)
(900,181)
(901,181)
(901,181)
(901,181)
(901,181)
(903,183)
(901,182)
(901,181)
(901,181)
(901,181)
(901,181)
(900,181)
(901,181)
